Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,2.721631283370661,0.08100599380914184,-0.0,0.0701665377111224,0.08331101374188861,1.2377099970479644e-5,0.998474059505156,22.15357758325634,69.78376938725746,2.016,5346.025039198181,5344.093144006472,0.009852302264283136,7.256046238102648,0.007729529631557393
feeder2,1.4765167896036036,0.07799135656051104,-0.0,0.07336485458928924,0.08331034160661717,1.2377099970479644e-5,0.998474059505156,22.15357758325634,69.78376938725746,2.016,0.0,5343.791421152483,0.013220851823834376,8.405840939054087,0.007684235526502689
feeder3,1.7845258638772805,-0.09339256940657624,-0.0,0.12252629732448936,0.08332552425424411,1.2377099970479644e-5,0.998474059505156,22.15357758325634,69.78376938725746,2.016,0.0,5343.682223811078,0.006441221266990066,5.866962850790884,0.00702647956522111
feeder4,1.2720644484257377,-0.06776949783377433,-0.0,0.11932966713816849,0.08332550824974885,1.2377099970479644e-5,0.998474059505156,22.15357758325634,69.78376938725746,2.016,0.0,0.0,0.0,0.0,0.0
feeder5,1.5025505926411893,0.05787271028456262,-0.0,0.11733133741306169,0.08332539776443984,1.2377099970479644e-5,0.998474059505156,22.15357758325634,69.78376938725746,2.016,0.0,0.0,0.0,0.0,0.0
feeder6,2.8577731523213448,0.14705498715276538,-0.0,0.17968459315630284,0.08332659073396287,1.2377099970479644e-5,0.998474059505156,22.15357758325634,69.78376938725746,2.016,0.0,0.0,0.0,0.0,0.0
feeder7,1.7600022384893395,-0.0921662950102707,-0.0,0.09834348879775928,0.08332366171607437,1.2377099970479644e-5,0.998474059505156,22.15357758325634,69.78376938725746,2.016,0.0,0.0,0.0,0.0,0.0
feeder8,2.2837599382242573,-0.11835430643594624,-0.0,0.15269587631219478,0.0833261904946675,1.2377099970479644e-5,0.998474059505156,22.15357758325634,69.78376938725746,2.016,0.0,0.0,0.0,0.0,0.0
feeder9,1.25385043387553,0.022798468986640903,-0.0,0.11463338984669565,0.08332490785091941,1.2377099970479644e-5,0.998474059505156,22.15357758325634,69.78376938725746,2.016,0.0,0.0,0.0,0.0,0.0
feeder10,0.940051813722859,-0.051166835777980306,-0.0,0.045574595923876166,0.08328490183674704,1.2377099970479644e-5,0.998474059505156,22.15357758325634,69.78376938725746,2.016,0.0,0.0,0.0,0.0,0.0
feeder11,2.0927760608907393,0.10880499789428849,-0.0,0.09734449746170896,0.08332389699503007,1.2377099970479644e-5,0.998474059505156,22.15357758325634,69.78376938725746,2.016,0.0,0.0,0.0,0.0,0.0
feeder12,1.5790019701086173,-0.08311310104989635,-0.0,0.0371787138960182,0.08326005088930963,1.2377099970479644e-5,0.998474059505156,22.15357758325634,69.78376938725746,2.016,0.0,0.0,0.0,0.0,0.0
