Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,-4.521740956880607,0.09475848595321118,8.650040868094365,1.6350862588390147,-0.8332999112137583,0.0,0.0,-35.762650653481785,-102.7878135773671,1.813,5343.259901247415,5346.388042838692,0.02630433111721026,-11.853838698073616,0.022924832043363593
feeder2,-2.3338542672780864,0.11285,5.424154178491845,1.6350862588406028,-0.8332999112137582,0.0,0.0,-35.762650653481785,-102.7878135773671,1.813,0.0,5347.175212139961,0.0411894441585009,-14.833971474739432,0.03254906782973057
feeder3,-3.3998040494721815,-0.12555000000000002,6.74410396068594,1.6350862588383028,-0.8332999112137582,0.0,0.0,-35.762650653481785,-102.7878135773671,1.813,0.0,5346.832551818413,0.01541714948682791,-9.074840480668739,0.025558017662702638
feeder4,-1.601931318992564,-0.08555000000000001,4.146231230206323,1.6350862588394661,-0.8332999112137583,0.0,0.0,-35.762650653481785,-102.7878135773671,1.813,0.0,0.0,0.0,0.0,0.0
feeder5,-2.907879365495896,0.06708419896295495,5.869163552861571,1.811217156284256,-0.8332841873656749,0.0,0.0,-35.762650653481785,-102.7878135773671,1.813,0.0,0.0,0.0,0.0,0.0
feeder6,-5.120613329001572,0.19010000000000002,9.755897516367247,1.8112171562839336,-0.8332841873656749,0.0,0.0,-35.762650653481785,-102.7878135773671,1.813,0.0,0.0,0.0,0.0,0.0
feeder7,-2.546746089196221,-0.0984,5.348030276561896,1.8112171562854227,-0.8332841873656749,0.0,0.0,-35.762650653481785,-102.7878135773671,1.813,0.0,0.0,0.0,0.0,0.0
feeder8,-4.264200591723422,-0.1676,8.449484779089097,1.811217156285808,-0.8332841873656752,0.0,0.0,-35.762650653481785,-102.7878135773671,1.813,0.0,0.0,0.0,0.0,0.0
feeder9,-1.474804158568523,-0.06325,3.573115681697555,1.25010368745889,-0.8333115231290323,0.0,0.0,-35.762650653481785,-102.7878135773671,1.813,0.0,0.0,0.0,0.0,0.0
feeder10,-1.5432357655353957,0.05393377888076728,4.071547288664428,1.2501036874535205,-0.8333115231290323,0.0,0.0,-35.762650653481785,-102.7878135773671,1.813,0.0,0.0,0.0,0.0,0.0
feeder11,-3.3168375049445045,0.11565000000000002,6.463149028073538,1.2501036874563334,-0.8333115231290324,0.0,0.0,-35.762650653481785,-102.7878135773671,1.813,0.0,0.0,0.0,0.0,0.0
feeder12,-2.743032990384841,-0.10400000000000001,5.656344513513874,1.2501036874563796,-0.8333115231290324,0.0,0.0,-35.762650653481785,-102.7878135773671,1.813,0.0,0.0,0.0,0.0,0.0
