Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,3.0399999195812435,0.08224032637716917,0,0.24999998027243384,8041875645624424e-23,0,13961.680734707563,1.4526710510253906
feeder2,1.9319999195812434,0.0966,0,0.24999998027243384,8041875645779497e-23,0,13961.680734707563,1.4526710510253906
feeder3,2.4119999195812434,-0.1206,0,0.24999998027243384,8041875645715398e-23,0,13961.680734707563,1.4526710510253906
feeder4,1.4259999195812434,-0.0713,0,0.24999998027243384,8041875645711662e-23,0,13961.680734707563,1.4526710510253906
feeder5,2.237999999138526,0.06829088747950349,0,0.24999997327333506,8614741810727425e-25,0,13961.680734707563,1.4526710510253906
feeder6,3.311999999138526,0.1656,0,0.24999997327333506,8614741802589637e-25,0,13961.680734707563,1.4526710510253906
feeder7,2.011999999138526,-0.10060000000000001,0,0.24999997327333506,8614741811197088e-25,0,13961.680734707563,1.4526710510253906
feeder8,3.078999999138526,-0.15395000000000003,0,0.24999997327333506,8614741809246936e-25,0,13961.680734707563,1.4526710510253906
feeder9,1.455999916102307,0.04948927816714442,0,0.2499999796394026,838976930612889e-22,0,13961.680734707563,1.4526710510253906
feeder10,1.446999916102307,-0.07235000000000001,0,0.2499999796394026,8389769306269711e-23,0,13961.680734707563,1.4526710510253906
feeder11,2.328999916102307,0.11645000000000001,0,0.2499999796394026,8389769306240039e-23,0,13961.680734707563,1.4526710510253906
feeder12,2.1389999161023066,-0.10694999999999999,0,0.2499999796394026,8389769306166519e-23,0,13961.680734707563,1.4526710510253906
