Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,3.617000079047329,0.10948663317757301,0,0.2499999835359446,-7904732926574958e-23,0,14715.848828168328,2.150986909866333
feeder2,2.106000079047329,0.1053,0,0.2499999835359446,-7904732926575098e-23,0,14715.848828168328,2.150986909866333
feeder3,2.9460000790473293,-0.14730000000000001,0,0.2499999835359446,-7904732926574824e-23,0,14715.848828168328,2.150986909866333
feeder4,1.7510000790473292,-0.08755,0,0.2499999835359446,-7904732926575096e-23,0,14715.848828168328,2.150986909866333
feeder5,2.7850001232886656,0.08059733861971324,0,0.24999997965701876,-1232886653065313e-22,0,14715.848828168328,2.150986909866333
feeder6,3.8520001232886654,0.1926,0,0.24999997965701876,-1232886653065298e-22,0,14715.848828168328,2.150986909866333
feeder7,2.4560001232886655,-0.1228,0,0.24999997965701876,-1232886653065331e-22,0,14715.848828168328,2.150986909866333
feeder8,3.6130001232886655,-0.18065,0,0.24999997965701876,-12328866530652845e-23,0,14715.848828168328,2.150986909866333
feeder9,1.8330000709251826,0.05666824284613724,0,0.24999998432325363,-7092518253098417e-23,0,14715.848828168328,2.150986909866333
feeder10,1.7600000709251826,-0.08800000000000001,0,0.24999998432325363,-7092518253098428e-23,0,14715.848828168328,2.150986909866333
feeder11,2.6980000709251826,0.1349,0,0.24999998432325363,-709251825309879e-22,0,14715.848828168328,2.150986909866333
feeder12,2.4970000709251825,-0.12485,0,0.24999998432325363,-7092518253098154e-23,0,14715.848828168328,2.150986909866333
