Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,3.942000034326025,0.11896818271751836,0,0.24999998493943396,-34326024833496296e-24,0,15819.745628863333,2.0470330715179443
feeder2,2.2060000343260247,0.11030000000000001,0,0.24999998493943396,-3432602482741693e-23,0,15819.745628863333,2.0470330715179443
feeder3,3.1610000343260247,-0.15805000000000002,0,0.24999998493943396,-3432602483558386e-23,0,15819.745628863333,2.0470330715179443
feeder4,1.8880000343260248,-0.0944,0,0.24999998493943396,-34326024831728776e-24,0,15819.745628863333,2.0470330715179443
feeder5,2.95700003403517,0.07860049483101761,0,0.24999998457285016,-340351703281147e-22,0,15819.745628863333,2.0470330715179443
feeder6,4.06700003403517,0.20335000000000003,0,0.24999998457285016,-34035170330477456e-24,0,15819.745628863333,2.0470330715179443
feeder7,2.54600003403517,-0.1273,0,0.24999998457285016,-3403517032607018e-23,0,15819.745628863333,2.0470330715179443
feeder8,3.7580000340351702,-0.1879,0,0.24999998457285016,-34035170328443485e-24,0,15819.745628863333,2.0470330715179443
feeder9,1.8810000346163214,0.05625357723302182,0,0.24999998492559006,-3461632134879852e-23,0,15819.745628863333,2.0470330715179443
feeder10,1.8630000346163214,-0.09315000000000001,0,0.24999998492559006,-34616321343840455e-24,0,15819.745628863333,2.0470330715179443
feeder11,2.8660000346163215,0.1433,0,0.24999998492559006,-34616321340313384e-24,0,15819.745628863333,2.0470330715179443
feeder12,2.5940000346163212,-0.1297,0,0.24999998492559006,-34616321347863974e-24,0,15819.745628863333,2.0470330715179443
