Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,2.622000017614479,0.05852170231413065,0,0.24999999032242315,-17614479343983056e-24,0,7700.6406211947515,2.4264769554138184
feeder2,1.7540000176144794,0.0877,0,0.24999999032242315,-17614479344262048e-24,0,7700.6406211947515,2.4264769554138184
feeder3,1.9420000176144794,-0.0971,0,0.24999999032242315,-17614479343733992e-24,0,7700.6406211947515,2.4264769554138184
feeder4,1.1870000176144795,-0.05935000000000001,0,0.24999999032242315,-17614479344334185e-24,0,7700.6406211947515,2.4264769554138184
feeder5,1.6760000197558795,0.044890587292455875,0,0.24999999036400455,-19755879602651335e-24,0,7700.6406211947515,2.4264769554138184
feeder6,2.8660000197558797,0.1433,0,0.24999999036400455,-19755879602286132e-24,0,7700.6406211947515,2.4264769554138184
feeder7,1.5570000197558795,-0.07785,0,0.24999999036400455,-19755879602595865e-24,0,7700.6406211947515,2.4264769554138184
feeder8,2.4830000197558797,-0.12415000000000001,0,0.24999999036400455,-1975587960272723e-23,0,7700.6406211947515,2.4264769554138184
feeder9,1.0289999925275468,0.03434745807445237,0,0.24999999031184422,7472453166096895e-24,0,7700.6406211947515,2.4264769554138184
feeder10,1.1129999925275469,-0.055650000000000005,0,0.24999999031184422,747245316627067e-23,0,7700.6406211947515,2.4264769554138184
feeder11,1.9719999925275469,0.09860000000000001,0,0.24999999031184422,7472453165669147e-24,0,7700.6406211947515,2.4264769554138184
feeder12,1.7219999925275469,-0.08610000000000001,0,0.24999999031184422,747245316629251e-23,0,7700.6406211947515,2.4264769554138184
