Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,0.9360079664370226,0.11104320888654583,2.057226904828461,0.13194698369467173,0.08333205088727957,0.15611369590097132,1.5833329597997778,6.53417650930628,48.350040065166176,1.875,5338.93057356897,5337.958770520964,0.002502241892711497,3.6533370849539977,0.0021955806704580835
feeder2,0.974255531806405,0.1048347360040159,1.039107137386618,0.13194698992798484,0.08333205088729481,0.15611369590097132,1.5833329597997778,6.53417650930628,48.350040065166176,1.875,0.0,5337.741910476381,0.003753274620525501,4.474999818854905,0.002191740825269329
feeder3,0.9907131542214779,-0.13428829344951143,1.6117206638800239,0.13194757614629896,0.08333205088872683,0.15611369590097132,1.5833329597997778,6.53417650930628,48.350040065166176,1.875,0.0,5337.828691252877,0.0014279945571311994,2.7596806048080524,0.002036882971024055
feeder4,0.7520282646836534,-0.08190693534941797,0.8027783914159864,0.13194757317134242,0.08333205088871957,0.15611369590097132,1.5833329597997778,6.53417650930628,48.350040065166176,1.875,0.0,0.0,0.0,0.0,0.0
feeder5,0.40007760320524205,0.043711845828816265,1.3406632114785761,0.1319475686287015,0.08333205194859979,0.15611369590097132,1.5833329597997778,6.53417650930628,48.350040065166176,1.875,0.0,0.0,0.0,0.0,0.0
feeder6,1.9898040388862333,0.2089866226132554,2.106596361154175,0.13206394938000748,0.08333205222469924,0.15611369590097132,1.5833329597997778,6.53417650930628,48.350040065166176,1.875,0.0,0.0,0.0,0.0,0.0
feeder7,0.7924986493229482,-0.1037259602174109,1.1986885030766659,0.13194757029668472,0.08333205194860378,0.15611369590097132,1.5833329597997778,6.53417650930628,48.350040065166176,1.875,0.0,0.0,0.0,0.0,0.0
feeder8,1.292121283760839,-0.15054993129866584,1.6355452899880738,0.1320638237963346,0.0833320522244039,0.15611369590097132,1.5833329597997778,6.53417650930628,48.350040065166176,1.875,0.0,0.0,0.0,0.0,0.0
feeder9,0.485733301719735,0.0341038165805882,0.8225980697955775,0.13194755685883858,0.08333204917149144,0.15611369590097132,1.5833329597997778,6.53417650930628,48.350040065166176,1.875,0.0,0.0,0.0,0.0,0.0
feeder10,0.5145502910139401,-0.06700813413935446,0.7422803426033913,0.13194687849884398,0.08333204916975773,0.15611369590097132,1.5833329597997778,6.53417650930628,48.350040065166176,1.875,0.0,0.0,0.0,0.0,0.0
feeder11,0.9076256296382297,0.1208203286588469,1.4254488943672143,0.1319475577484977,0.08333204917149371,0.15611369590097132,1.5833329597997778,6.53417650930628,48.350040065166176,1.875,0.0,0.0,0.0,0.0,0.0
feeder12,0.8514870309150895,-0.08803022594453391,0.8257854388058312,0.1319468784413402,0.08333204916975757,0.15611369590097132,1.5833329597997778,6.53417650930628,48.350040065166176,1.875,0.0,0.0,0.0,0.0,0.0
