Feeder,Pf,QF,Pg,B,R,P_rsrv,P_0,Cost,time
feeder1,2.672999927544174,0.05945731486527732,0,0.24999998679969826,7245582617239765e-23,0,22.24863290577243,132.0270957683379,1.46183180809021
feeder2,1.7449999275441737,0.08725000000000001,0,0.24999998679969826,7245582645129644e-23,0,22.24863290577243,132.0270957683379,1.46183180809021
feeder3,1.973999927544174,-0.09870000000000001,0,0.24999998679969826,7245582594856275e-23,0,22.24863290577243,132.0270957683379,1.46183180809021
feeder4,1.1599999275441741,-0.057999999999999996,0,0.24999998679969826,7245582584251998e-23,0,22.24863290577243,132.0270957683379,1.46183180809021
feeder5,1.6889999279520507,0.039865642497629195,0,0.24999998666705728,7204794932976585e-23,0,22.24863290577243,132.0270957683379,1.46183180809021
feeder6,2.985999927952051,0.14930000000000002,0,0.24999998666705728,7204794948602695e-23,0,22.24863290577243,132.0270957683379,1.46183180809021
feeder7,1.5549999279520506,-0.07775,0,0.24999998666705728,7204794945791064e-23,0,22.24863290577243,132.0270957683379,1.46183180809021
feeder8,2.5099999279520504,-0.1255,0,0.24999998666705728,7204794922339251e-23,0,22.24863290577243,132.0270957683379,1.46183180809021
feeder9,1.0259999337808974,0.029906236318173192,0,0.24999998715752572,6621910260218434e-23,0,22.24863290577243,132.0270957683379,1.46183180809021
feeder10,1.1139999337808975,-0.055700000000000006,0,0.24999998715752572,662191025843917e-22,0,22.24863290577243,132.0270957683379,1.46183180809021
feeder11,2.075999933780898,0.1038,0,0.24999998715752572,6621910238651353e-23,0,22.24863290577243,132.0270957683379,1.46183180809021
feeder12,1.7359999337808973,-0.0868,0,0.24999998715752572,6621910265764603e-23,0,22.24863290577243,132.0270957683379,1.46183180809021
